minutes,messages,mb_used,is_ultra,is_heavy_user
-0.5385535651061829,1.2372824559182583,0.35770424816227125,0,0
0.3348828823308203,0.49024366711404327,0.7251569613400746,0,1
0.1255736550685191,1.3202867657853934,0.5089673542725487,0,1
1.3103517153532147,1.1819462493401685,-1.158590058385979,1,0
-0.08301072866893874,-1.0315020137834319,-0.35733140727899465,0,0
-0.3992983326273321,-0.4781399480025319,-0.18287215014917754,0,0
-0.02800789648960062,-0.5058080512915769,-1.7792796398188455,1,0
-1.3039030516326262,-0.8931614973382069,0.6214077206959279,0,0
-1.6834225936700569,-0.976165807205342,-1.9378348897657798,1,0
0.9687372258796849,-0.007782192088766823,0.019939279267292893,0,0
0.5214661331965418,-0.5058080512915769,-1.0024245707942099,1,0
-0.40032164113299423,-0.699484774314892,0.355509999808524,0,0
-0.00459971442258107,0.6285841835592683,0.570148705270211,0,0
-0.021910683310031563,-0.616480464447757,-0.06675400683426667,0,0
0.63825121640523,-1.059170117072477,-0.3700464225738901,1,0
-1.7740706721299575,-1.059170117072477,-1.9151896126556398,0,0
-1.7885675426268373,-1.059170117072477,-2.195408734146884,0,0
-1.1707876701877482,-0.948497703916297,-0.0445631676733676,0,0
0.4025491572677265,1.4309591789415734,0.35676498833113707,0,1
-0.41162067254968027,1.1819462493401685,-0.718301774477364,1,0
1.0794250959088014,-0.20145891511208186,1.1549337255913925,1,0
-0.1140510866740225,1.6246359019648884,-0.2396055576145894,0,0
-0.3692812831279105,0.7669247000044933,-0.09746291546233356,1,0
-1.4588916523860314,-0.5334761545806219,-1.9686058872997019,0,0
-0.3321863497976595,-0.22912701840112684,-0.4818526895332128,0,0
-0.3495825943939151,0.37957125395786323,0.6954084491919423,0,0
0.795201158461154,-0.007782192088766823,-1.131208850903662,1,0
2.730661283357804,0.2688988408016832,1.6020887782795261,1,1
-0.6460862339095081,0.1582264276455032,0.3084333987644829,0,0
-0.34195041845585183,0.1582264276455032,-0.9523175027281962,1,0
-0.688169796204862,-1.059170117072477,0.34452026347208364,0,0
-1.5397330243333374,-0.20145891511208186,-2.1882407681219385,0,0
0.3919323315214822,-0.31213132826826184,0.46115361260154086,0,0
0.18820866318591975,-0.8654933940491619,0.77372105404355,1,0
1.443893475342118,-0.8101571874710719,0.473362669365741,1,0
1.605917322071952,-1.059170117072477,0.4252860406252603,1,0
0.44757473151685806,0.1305583243564582,1.9336646721971973,1,1
-0.06616877617991726,-1.059170117072477,-0.7592527104905031,0,0
-1.2451480882658608,-0.14612270853399184,-0.9902815660575162,0,0
0.3465230165827267,-0.11845460524494685,-0.5887684643759942,0,0
-1.0869616484322617,-1.059170117072477,0.1881143465001939,0,0
-1.5046847080144103,-0.8654933940491619,-0.8511271176296301,1,0
-0.19685379992384705,-1.059170117072477,0.2529074223618807,0,0
-0.48700439913345456,-0.7824890841820269,0.49068415305890184,1,0
0.9693767936957226,1.8736488315662936,0.3079551820853399,0,1
-0.8639656699067295,1.6246359019648884,0.4627652820726857,0,0
0.41657701136617714,0.7392565967154483,-0.6921530978283085,0,0
-0.47225170151015894,-1.059170117072477,-0.6813615175743862,1,0
-1.6554521611819595,-0.5888123611587119,-1.827921673914778,1,0
0.15652873736479753,-0.7548209808929819,0.08598866469214216,0,0
0.4003319888387925,-0.2567951216901719,-0.6346825497359307,0,0
1.7233846109510782,1.0159376296058984,0.5728911854522574,1,1
2.093609100728746,-1.059170117072477,0.7003213989978376,1,0
-0.07222335150508352,-0.14612270853399184,-0.30937895635022516,1,0
-1.8684282439228834,-0.14612270853399184,-0.4223820860479554,1,0
-1.4163390736922492,-0.616480464447757,2.658036121206154,1,0
0.047247916530966036,0.2412307375126382,0.12728571332941357,0,1
0.6262699793181027,0.2965669440907282,1.338501557314281,1,1
0.16769985521827374,-1.059170117072477,0.24876067607505764,1,0
